线段编号,无人机编号,关联任务,线段类型,起点X_m,起点Y_m,终点X_m,终点Y_m,线段长度_m,速度_m_s,单位路径药量_L_m,开始时间_min,结束时间_min,起始续航_min,结束续航_min,起始药量_L,结束药量_L
UAV-2-L024,UAV-2,D25,覆盖喷洒段,603.84,544.14,551.79,519.87,57.43,3.0,0.006459,3.3274,3.6464,21.6726,21.3536,26.4455,26.0745
UAV-2-L025,UAV-2,D25,覆盖连接段,551.79,519.87,552.64,525.69,5.88,3.0,0.006459,3.6464,3.6791,21.3536,21.3209,26.0745,26.0365
UAV-2-L026,UAV-2,D25,覆盖喷洒段,552.64,525.69,598.69,547.16,50.81,3.0,0.006459,3.6791,3.9614,21.3209,21.0386,26.0365,25.7083
UAV-2-L027,UAV-2,D25,覆盖连接段,598.69,547.16,592.02,549.48,7.06,3.0,0.006459,3.9614,4.0006,21.0386,20.9994,25.7083,25.6627
UAV-2-L028,UAV-2,D25,覆盖喷洒段,592.02,549.48,555.15,532.29,40.68,3.0,0.006459,4.0006,4.2266,20.9994,20.7734,25.6627,25.4
UAV-2-L029,UAV-2,D25,覆盖连接段,555.15,532.29,561.03,540.46,10.07,3.0,0.006459,4.2266,4.2825,20.7734,20.7175,25.4,25.3349
UAV-2-L030,UAV-2,D25,覆盖喷洒段,561.03,540.46,581.97,550.23,23.1,3.0,0.006459,4.2825,4.4109,20.7175,20.5891,25.3349,25.1857
UAV-2-L031,UAV-2,D21,飞行-区域间,581.97,550.23,528.45,749.25,206.1,6.0,0.0,4.4109,4.9834,20.5891,20.0166,25.1857,25.1857
UAV-2-L032,UAV-2,D21,覆盖喷洒段,528.45,749.25,546.01,757.44,19.38,3.0,0.005355,4.9834,5.091,20.0166,19.909,25.1857,25.0819
UAV-2-L033,UAV-2,D21,覆盖连接段,546.01,757.44,545.85,762.8,5.36,3.0,0.005355,5.091,5.1208,19.909,19.8792,25.0819,25.0532
UAV-2-L034,UAV-2,D21,覆盖喷洒段,545.85,762.8,524.45,752.82,23.61,3.0,0.005355,5.1208,5.2519,19.8792,19.7481,25.0532,24.9268
UAV-2-L035,UAV-2,D21,覆盖连接段,524.45,752.82,522.49,757.33,4.92,3.0,0.005355,5.2519,5.2793,19.7481,19.7207,24.9268,24.9005
UAV-2-L036,UAV-2,D21,覆盖喷洒段,522.49,757.33,543.65,767.2,23.35,3.0,0.005355,5.2793,5.409,19.7207,19.591,24.9005,24.7754
UAV-2-L037,UAV-2,D21,覆盖连接段,543.65,767.2,539.34,770.62,5.5,3.0,0.005355,5.409,5.4396,19.591,19.5604,24.7754,24.746
UAV-2-L038,UAV-2,D21,覆盖喷洒段,539.34,770.62,522.63,762.83,18.44,3.0,0.005355,5.4396,5.542,19.5604,19.458,24.746,24.6472
UAV-2-L039,UAV-2,D10,飞行-区域间,522.63,762.83,649.53,778.02,127.8,6.0,0.0,5.542,5.897,19.458,19.103,24.6472,24.6472
UAV-2-L040,UAV-2,D10,覆盖喷洒段,649.53,778.02,666.87,786.11,19.13,3.0,0.007629,5.897,6.0033,19.103,18.9967,24.6472,24.5013
UAV-2-L041,UAV-2,D10,覆盖连接段,666.87,786.11,653.08,785.11,13.82,3.0,0.007629,6.0033,6.0801,18.9967,18.9199,24.5013,24.3958
UAV-2-L042,UAV-2,D10,覆盖喷洒段,653.08,785.11,640.8,779.38,13.55,3.0,0.007629,6.0801,6.1554,18.9199,18.8446,24.3958,24.2925
UAV-2-L043,UAV-2,D10,覆盖连接段,640.8,779.38,678.62,797.02,41.73,3.0,0.007629,6.1554,6.3872,18.8446,18.6128,24.2925,23.9741
UAV-2-L044,UAV-2,D10,覆盖喷洒段,678.62,797.02,689.98,802.32,12.53,3.0,0.007629,6.3872,6.4569,18.6128,18.5431,23.9741,23.8785
UAV-2-L045,UAV-2,D10,覆盖连接段,689.98,802.32,639.3,784.11,53.86,3.0,0.007629,6.4569,6.7561,18.5431,18.2439,23.8785,23.4676
UAV-2-L046,UAV-2,D10,覆盖喷洒段,639.3,784.11,634.2,781.73,5.63,3.0,0.007629,6.7561,6.7873,18.2439,18.2127,23.4676,23.4247
UAV-2-L047,UAV-2,D10,覆盖连接段,634.2,781.73,664.84,796.02,33.81,3.0,0.007629,6.7873,6.9751,18.2127,18.0249,23.4247,23.1668
UAV-2-L048,UAV-2,D10,覆盖喷洒段,664.84,796.02,692.43,808.88,30.44,3.0,0.007629,6.9751,7.1442,18.0249,17.8558,23.1668,22.9346
UAV-2-L049,UAV-2,D10,覆盖连接段,692.43,808.88,693.65,814.88,6.12,3.0,0.007629,7.1442,7.1783,17.8558,17.8217,22.9346,22.8879
UAV-2-L050,UAV-2,D10,覆盖喷洒段,693.65,814.88,651.06,795.02,47.0,3.0,0.007629,7.1783,7.4393,17.8217,17.5607,22.8879,22.5293
UAV-2-L051,UAV-2,D10,覆盖连接段,651.06,795.02,637.27,794.02,13.82,3.0,0.007629,7.4393,7.5161,17.5607,17.4839,22.5293,22.4239
UAV-2-L052,UAV-2,D10,覆盖喷洒段,637.27,794.02,694.0,820.47,62.59,3.0,0.007629,7.5161,7.8638,17.4839,17.1362,22.4239,21.9464
UAV-2-L053,UAV-2,D10,覆盖连接段,694.0,820.47,693.65,825.74,5.28,3.0,0.007629,7.8638,7.8932,17.1362,17.1068,21.9464,21.9062
UAV-2-L054,UAV-2,D10,覆盖喷洒段,693.65,825.74,623.49,793.02,77.41,3.0,0.007629,7.8932,8.3232,17.1068,16.6768,21.9062,21.3156
UAV-2-L055,UAV-2,D10,覆盖连接段,623.49,793.02,617.3,795.57,6.69,3.0,0.007629,8.3232,8.3604,16.6768,16.6396,21.3156,21.2646
UAV-2-L056,UAV-2,D10,覆盖喷洒段,617.3,795.57,692.69,830.72,83.18,3.0,0.007629,8.3604,8.8225,16.6396,16.1775,21.2646,20.63
UAV-2-L057,UAV-2,D10,覆盖连接段,692.69,830.72,691.19,835.45,4.96,3.0,0.007629,8.8225,8.8501,16.1775,16.1499,20.63,20.5921
UAV-2-L058,UAV-2,D10,覆盖喷洒段,691.19,835.45,614.65,799.76,84.46,3.0,0.007629,8.8501,9.3193,16.1499,15.6807,20.5921,19.9478
UAV-2-L059,UAV-2,D10,覆盖连接段,614.65,799.76,612.51,804.19,4.92,3.0,0.007629,9.3193,9.3466,15.6807,15.6534,19.9478,19.9103
UAV-2-L060,UAV-2,D10,覆盖喷洒段,612.51,804.19,689.17,839.94,84.58,3.0,0.007629,9.3466,9.8165,15.6534,15.1835,19.9103,19.265
UAV-2-L061,UAV-2,D10,覆盖连接段,689.17,839.94,686.62,844.18,4.95,3.0,0.007629,9.8165,9.844,15.1835,15.156,19.265,19.2273
UAV-2-L062,UAV-2,D10,覆盖喷洒段,686.62,844.18,610.9,808.87,83.55,3.0,0.007629,9.844,10.3082,15.156,14.6918,19.2273,18.5899
UAV-2-L063,UAV-2,D10,覆盖连接段,610.9,808.87,609.83,813.8,5.04,3.0,0.007629,10.3082,10.3362,14.6918,14.6638,18.5899,18.5515
UAV-2-L064,UAV-2,D10,覆盖喷洒段,609.83,813.8,683.54,848.17,81.32,3.0,0.007629,10.3362,10.788,14.6638,14.212,18.5515,17.931
UAV-2-L065,UAV-2,D10,覆盖连接段,683.54,848.17,679.86,851.88,5.23,3.0,0.007629,10.788,10.817,14.212,14.183,17.931,17.8912
UAV-2-L066,UAV-2,D10,覆盖喷洒段,679.86,851.88,609.34,819.0,77.8,3.0,0.007629,10.817,11.2493,14.183,13.7507,17.8912,17.2976
UAV-2-L067,UAV-2,D10,覆盖连接段,609.34,819.0,609.53,824.52,5.52,3.0,0.007629,11.2493,11.2799,13.7507,13.7201,17.2976,17.2555
UAV-2-L068,UAV-2,D10,覆盖喷洒段,609.53,824.52,675.51,855.28,72.79,3.0,0.007629,11.2799,11.6843,13.7201,13.3157,17.2555,16.7002
UAV-2-L069,UAV-2,D10,覆盖连接段,675.51,855.28,670.34,858.3,5.99,3.0,0.007629,11.6843,11.7176,13.3157,13.2824,16.7002,16.6545
UAV-2-L070,UAV-2,D10,覆盖喷洒段,670.34,858.3,610.56,830.42,65.96,3.0,0.007629,11.7176,12.084,13.2824,12.916,16.6545,16.1513
UAV-2-L071,UAV-2,D10,覆盖连接段,610.56,830.42,612.7,836.85,6.77,3.0,0.007629,12.084,12.1217,12.916,12.8783,16.1513,16.0997
UAV-2-L072,UAV-2,D10,覆盖喷洒段,612.7,836.85,664.04,860.79,56.65,3.0,0.007629,12.1217,12.4364,12.8783,12.5636,16.0997,15.6675
UAV-2-L073,UAV-2,D10,覆盖连接段,664.04,860.79,655.9,862.43,8.3,3.0,0.007629,12.4364,12.4825,12.5636,12.5175,15.6675,15.6042
UAV-2-L074,UAV-2,D10,覆盖喷洒段,655.9,862.43,616.67,844.13,43.29,3.0,0.007629,12.4825,12.723,12.5175,12.277,15.6042,15.274
UAV-2-L075,UAV-2,D10,覆盖连接段,616.67,844.13,625.78,853.81,13.29,3.0,0.007629,12.723,12.7968,12.277,12.2032,15.274,15.1726
UAV-2-L076,UAV-2,D10,覆盖喷洒段,625.78,853.81,642.61,861.66,18.57,3.0,0.007629,12.7968,12.9,12.2032,12.1,15.1726,15.0309
UAV-2-L077,UAV-2,D06,飞行-区域间,642.61,861.66,958.45,863.47,315.84,6.0,0.0,12.9,13.7773,12.1,11.2227,15.0309,15.0309
UAV-2-L078,UAV-2,D06,覆盖喷洒段,958.45,863.47,991.43,878.84,36.39,3.0,0.007923,13.7773,13.9795,11.2227,11.0205,15.0309,14.7426
UAV-2-L079,UAV-2,D06,覆盖连接段,991.43,878.84,995.32,886.08,8.22,3.0,0.007923,13.9795,14.0251,11.0205,10.9749,14.7426,14.6775
UAV-2-L080,UAV-2,D06,覆盖喷洒段,995.32,886.08,950.41,865.14,49.55,3.0,0.007923,14.0251,14.3004,10.9749,10.6996,14.6775,14.2849
UAV-2-L081,UAV-2,D06,覆盖连接段,950.41,865.14,944.39,867.77,6.57,3.0,0.007923,14.3004,14.3369,10.6996,10.6631,14.2849,14.2329
UAV-2-L082,UAV-2,D06,覆盖喷洒段,944.39,867.77,997.18,892.38,58.25,3.0,0.007923,14.3369,14.6605,10.6631,10.3395,14.2329,13.7714
UAV-2-L083,UAV-2,D06,覆盖连接段,997.18,892.38,997.85,898.12,5.78,3.0,0.007923,14.6605,14.6926,10.3395,10.3074,13.7714,13.7256
UAV-2-L084,UAV-2,D06,覆盖喷洒段,997.85,898.12,939.56,870.94,64.32,3.0,0.007923,14.6926,15.05,10.3074,9.95,13.7256,13.216
UAV-2-L085,UAV-2,D06,覆盖连接段,939.56,870.94,935.6,874.53,5.34,3.0,0.007923,15.05,15.0796,9.95,9.9204,13.216,13.1737
UAV-2-L086,UAV-2,D06,覆盖喷洒段,935.6,874.53,997.65,903.46,68.46,3.0,0.007923,15.0796,15.46,9.9204,9.54,13.1737,12.6313
UAV-2-L087,UAV-2,D06,覆盖连接段,997.65,903.46,996.73,908.46,5.08,3.0,0.007923,15.46,15.4882,9.54,9.5118,12.6313,12.591
UAV-2-L088,UAV-2,D06,覆盖喷洒段,996.73,908.46,932.36,878.44,71.02,3.0,0.007923,15.4882,15.8828,9.5118,9.1172,12.591,12.0284
UAV-2-L089,UAV-2,D06,覆盖连接段,932.36,878.44,929.77,882.66,4.95,3.0,0.007923,15.8828,15.9103,9.1172,9.0897,12.0284,11.9891
UAV-2-L090,UAV-2,D06,覆盖喷洒段,929.77,882.66,995.17,913.16,72.16,3.0,0.007923,15.9103,16.3112,9.0897,8.6888,11.9891,11.4174
UAV-2-L091,UAV-2,D06,覆盖连接段,995.17,913.16,992.99,917.57,4.92,3.0,0.007923,16.3112,16.3385,8.6888,8.6615,11.4174,11.3784
UAV-2-L092,UAV-2,D06,覆盖喷洒段,992.99,917.57,927.79,887.17,71.94,3.0,0.007923,16.3385,16.7382,8.6615,8.2618,11.3784,10.8085
UAV-2-L093,UAV-2,D06,覆盖连接段,927.79,887.17,926.42,891.96,4.98,3.0,0.007923,16.7382,16.7659,8.2618,8.2341,10.8085,10.769
UAV-2-L094,UAV-2,D06,覆盖喷洒段,926.42,891.96,990.19,921.7,70.36,3.0,0.007923,16.7659,17.1568,8.2341,7.8432,10.769,10.2115
UAV-2-L095,UAV-2,D06,覆盖连接段,990.19,921.7,986.74,925.51,5.15,3.0,0.007923,17.1568,17.1854,7.8432,7.8146,10.2115,10.1707
UAV-2-L096,UAV-2,D06,覆盖喷洒段,986.74,925.51,925.72,897.06,67.33,3.0,0.007923,17.1854,17.5594,7.8146,7.4406,10.1707,9.6373
UAV-2-L097,UAV-2,D06,覆盖连接段,925.72,897.06,925.77,902.51,5.46,3.0,0.007923,17.5594,17.5898,7.4406,7.4102,9.6373,9.594
UAV-2-L098,UAV-2,D06,覆盖喷洒段,925.77,902.51,982.53,928.98,62.62,3.0,0.007923,17.5898,17.9376,7.4102,7.0624,9.594,9.0979
UAV-2-L099,UAV-2,D06,覆盖连接段,982.53,928.98,977.37,932.0,5.98,3.0,0.007923,17.9376,17.9709,7.0624,7.0291,9.0979,9.0505
UAV-2-L100,UAV-2,D06,覆盖喷洒段,977.37,932.0,926.78,908.41,55.82,3.0,0.007923,17.9709,18.281,7.0291,6.719,9.0505,8.6083
UAV-2-L101,UAV-2,D06,覆盖连接段,926.78,908.41,929.14,914.94,6.95,3.0,0.007923,18.281,18.3196,6.719,6.6804,8.6083,8.5533
UAV-2-L102,UAV-2,D06,覆盖喷洒段,929.14,914.94,970.84,934.39,46.01,3.0,0.007923,18.3196,18.5752,6.6804,6.4248,8.5533,8.1887
UAV-2-L103,UAV-2,D06,覆盖连接段,970.84,934.39,961.69,935.55,9.22,3.0,0.007923,18.5752,18.6264,6.4248,6.3736,8.1887,8.1157
UAV-2-L104,UAV-2,D06,覆盖喷洒段,961.69,935.55,934.14,922.7,30.41,3.0,0.007923,18.6264,18.7953,6.3736,6.2047,8.1157,7.8748
UAV-2-L105,UAV-2,D08,飞行-区域间,934.14,922.7,889.64,611.67,314.2,6.0,0.0,18.7953,19.6681,6.2047,5.3319,7.8748,7.8748
UAV-2-L106,UAV-2,D08,覆盖喷洒段,889.64,611.67,914.17,623.11,27.07,3.0,0.006511,19.6681,19.8185,5.3319,5.1815,7.8748,7.6985
UAV-2-L107,UAV-2,D08,覆盖连接段,914.17,623.11,915.99,629.39,6.53,3.0,0.006511,19.8185,19.8548,5.1815,5.1452,7.6985,7.656
UAV-2-L108,UAV-2,D08,覆盖喷洒段,915.99,629.39,883.67,614.32,35.66,3.0,0.006511,19.8548,20.0529,5.1452,4.9471,7.656,7.4238
UAV-2-L109,UAV-2,D08,覆盖连接段,883.67,614.32,879.52,617.81,5.42,3.0,0.006511,20.0529,20.083,4.9471,4.917,7.4238,7.3885
UAV-2-L110,UAV-2,D08,覆盖喷洒段,879.52,617.81,915.97,634.81,40.21,3.0,0.006511,20.083,20.3064,4.917,4.6936,7.3885,7.1267
UAV-2-L111,UAV-2,D08,覆盖连接段,915.97,634.81,914.73,639.66,5.01,3.0,0.006511,20.3064,20.3342,4.6936,4.6658,7.1267,7.0941
UAV-2-L112,UAV-2,D08,覆盖喷洒段,914.73,639.66,876.61,621.88,42.06,3.0,0.006511,20.3342,20.5679,4.6658,4.4321,7.0941,6.8202
UAV-2-L113,UAV-2,D08,覆盖连接段,876.61,621.88,874.76,626.45,4.93,3.0,0.006511,20.5679,20.5952,4.4321,4.4048,6.8202,6.7881
UAV-2-L114,UAV-2,D08,覆盖喷洒段,874.76,626.45,912.42,644.01,41.56,3.0,0.006511,20.5952,20.8261,4.4048,4.1739,6.7881,6.5175
UAV-2-L115,UAV-2,D08,覆盖连接段,912.42,644.01,909.01,647.85,5.13,3.0,0.006511,20.8261,20.8546,4.1739,4.1454,6.5175,6.4841
UAV-2-L116,UAV-2,D08,覆盖喷洒段,909.01,647.85,874.01,631.53,38.62,3.0,0.006511,20.8546,21.0692,4.1454,3.9308,6.4841,6.2326
UAV-2-L117,UAV-2,D08,覆盖连接段,874.01,631.53,874.66,637.26,5.77,3.0,0.006511,21.0692,21.1012,3.9308,3.8988,6.2326,6.1951
UAV-2-L118,UAV-2,D08,覆盖喷洒段,874.66,637.26,904.2,651.03,32.59,3.0,0.006511,21.1012,21.2823,3.8988,3.7177,6.1951,5.9829
UAV-2-L119,UAV-2,D08,覆盖连接段,904.2,651.03,896.85,653.03,7.62,3.0,0.006511,21.2823,21.3246,3.7177,3.6754,5.9829,5.9333
UAV-2-L120,UAV-2,D08,覆盖喷洒段,896.85,653.03,877.85,644.18,20.96,3.0,0.006511,21.3246,21.4411,3.6754,3.5589,5.9333,5.7968
UAV-2-L121,UAV-2,D05,飞行-区域间,877.85,644.18,768.34,625.72,111.06,6.0,0.0,21.4411,21.7496,3.5589,3.2504,5.7968,5.7968
UAV-2-L122,UAV-2,D05,覆盖喷洒段,768.34,625.72,809.19,644.77,45.08,3.0,0.008278,21.7496,22.0,3.2504,3.0,5.7968,5.4236
UAV-2-L123,UAV-2,D05,补给转场-去程,809.19,644.77,796.45,507.57,137.8,6.0,0.0,22.0,22.3828,3.0,2.6172,5.4236,5.4236
UAV-2-L124,UAV-2,D05,补给转场-返程,796.45,507.57,809.19,644.77,137.8,6.0,0.0,22.3828,22.7655,25.0,24.6172,30.0,30.0
UAV-2-L125,UAV-2,D05,覆盖喷洒段,809.19,644.77,810.44,645.35,1.38,3.0,0.008278,22.7655,22.7732,24.6172,24.6096,30.0,29.9886
UAV-2-L126,UAV-2,D05,覆盖连接段,810.44,645.35,816.39,653.56,10.14,3.0,0.008278,22.7732,22.8295,24.6096,24.5532,29.9886,29.9047
UAV-2-L127,UAV-2,D05,覆盖喷洒段,816.39,653.56,758.2,626.43,64.2,3.0,0.008278,22.8295,23.1862,24.5532,24.1966,29.9047,29.3732
UAV-2-L128,UAV-2,D05,覆盖连接段,758.2,626.43,750.43,628.23,7.98,3.0,0.008278,23.1862,23.2306,24.1966,24.1522,29.3732,29.3072
UAV-2-L129,UAV-2,D05,覆盖喷洒段,750.43,628.23,820.01,660.68,76.77,3.0,0.008278,23.2306,23.6571,24.1522,23.7257,29.3072,28.6716
UAV-2-L130,UAV-2,D05,覆盖连接段,820.01,660.68,822.31,667.18,6.89,3.0,0.008278,23.6571,23.6954,23.7257,23.6874,28.6716,28.6146
UAV-2-L131,UAV-2,D05,覆盖喷洒段,822.31,667.18,743.97,630.65,86.43,3.0,0.008278,23.6954,24.1756,23.6874,23.2072,28.6146,27.8991
UAV-2-L132,UAV-2,D05,覆盖连接段,743.97,630.65,738.42,633.49,6.24,3.0,0.008278,24.1756,24.2102,23.2072,23.1725,27.8991,27.8475
UAV-2-L133,UAV-2,D05,覆盖喷洒段,738.42,633.49,823.71,673.26,94.1,3.0,0.008278,24.2102,24.733,23.1725,22.6497,27.8475,27.0685
UAV-2-L134,UAV-2,D05,覆盖连接段,823.71,673.26,822.16,677.97,4.96,3.0,0.008278,24.733,24.7606,22.6497,22.6222,27.0685,27.0275
UAV-2-L135,UAV-2,D05,覆盖喷洒段,822.16,677.97,733.57,636.65,97.76,3.0,0.008278,24.7606,25.3037,22.6222,22.0791,27.0275,26.2183
UAV-2-L136,UAV-2,D05,覆盖连接段,733.57,636.65,729.28,640.08,5.49,3.0,0.008278,25.3037,25.3341,22.0791,22.0486,26.2183,26.1729
UAV-2-L137,UAV-2,D05,覆盖喷洒段,729.28,640.08,814.56,679.85,94.1,3.0,0.008278,25.3341,25.8569,22.0486,21.5259,26.1729,25.394
UAV-2-L138,UAV-2,D05,覆盖连接段,814.56,679.85,806.96,681.74,7.83,3.0,0.008278,25.8569,25.9004,21.5259,21.4824,25.394,25.3292
UAV-2-L139,UAV-2,D05,覆盖喷洒段,806.96,681.74,725.5,643.75,89.88,3.0,0.008278,25.9004,26.3997,21.4824,20.983,25.3292,24.5852
UAV-2-L140,UAV-2,D05,覆盖连接段,725.5,643.75,722.18,647.63,5.11,3.0,0.008278,26.3997,26.4281,20.983,20.9547,24.5852,24.5429
UAV-2-L141,UAV-2,D05,覆盖喷洒段,722.18,647.63,799.36,683.62,85.17,3.0,0.008278,26.4281,26.9013,20.9547,20.4815,24.5429,23.8379
UAV-2-L142,UAV-2,D05,覆盖连接段,799.36,683.62,791.77,685.51,7.83,3.0,0.008278,26.9013,26.9448,20.4815,20.438,23.8379,23.7731
UAV-2-L143,UAV-2,D05,覆盖喷洒段,791.77,685.51,719.26,651.7,80.0,3.0,0.008278,26.9448,27.3892,20.438,19.9935,23.7731,23.1109
UAV-2-L144,UAV-2,D05,覆盖连接段,719.26,651.7,716.73,655.95,4.94,3.0,0.008278,27.3892,27.4167,19.9935,19.9661,23.1109,23.0699
UAV-2-L145,UAV-2,D05,覆盖喷洒段,716.73,655.95,784.17,687.39,74.4,3.0,0.008278,27.4167,27.83,19.9661,19.5527,23.0699,22.4541
UAV-2-L146,UAV-2,D05,覆盖连接段,784.17,687.39,776.57,689.28,7.83,3.0,0.008278,27.83,27.8735,19.5527,19.5092,22.4541,22.3892
UAV-2-L147,UAV-2,D05,覆盖喷洒段,776.57,689.28,714.6,660.38,68.37,3.0,0.008278,27.8735,28.2534,19.5092,19.1294,22.3892,21.8233
UAV-2-L148,UAV-2,D05,覆盖连接段,714.6,660.38,712.85,664.99,4.93,3.0,0.008278,28.2534,28.2808,19.1294,19.102,21.8233,21.7825
UAV-2-L149,UAV-2,D05,覆盖喷洒段,712.85,664.99,768.97,691.16,61.92,3.0,0.008278,28.2808,28.6247,19.102,18.758,21.7825,21.27
UAV-2-L150,UAV-2,D05,覆盖连接段,768.97,691.16,761.37,693.04,7.83,3.0,0.008278,28.6247,28.6682,18.758,18.7145,21.27,21.2052
UAV-2-L151,UAV-2,D05,覆盖喷洒段,761.37,693.04,711.49,669.79,55.03,3.0,0.008278,28.6682,28.974,18.7145,18.4088,21.2052,20.7496
UAV-2-L152,UAV-2,D05,覆盖连接段,711.49,669.79,710.54,674.77,5.08,3.0,0.008278,28.974,29.0022,18.4088,18.3806,20.7496,20.7076
UAV-2-L153,UAV-2,D05,覆盖喷洒段,710.54,674.77,753.77,694.93,47.69,3.0,0.008278,29.0022,29.2671,18.3806,18.1156,20.7076,20.3128
UAV-2-L154,UAV-2,D05,覆盖连接段,753.77,694.93,746.17,696.81,7.83,3.0,0.008278,29.2671,29.3106,18.1156,18.0721,20.3128,20.248
UAV-2-L155,UAV-2,D05,覆盖喷洒段,746.17,696.81,710.03,679.96,39.87,3.0,0.008278,29.3106,29.5322,18.0721,17.8506,20.248,19.918
UAV-2-L156,UAV-2,D05,覆盖连接段,710.03,679.96,710.0,685.38,5.41,3.0,0.008278,29.5322,29.5622,17.8506,17.8205,19.918,19.8731
UAV-2-L157,UAV-2,D05,覆盖喷洒段,710.0,685.38,738.57,698.7,31.53,3.0,0.008278,29.5622,29.7374,17.8205,17.6454,19.8731,19.6122
UAV-2-L158,UAV-2,D05,覆盖连接段,738.57,698.7,730.97,700.58,7.83,3.0,0.008278,29.7374,29.7809,17.6454,17.6019,19.6122,19.5474
UAV-2-L159,UAV-2,D05,覆盖喷洒段,730.97,700.58,710.51,691.05,22.57,3.0,0.008278,29.7809,29.9063,17.6019,17.4765,19.5474,19.3606
UAV-2-L160,UAV-2,D05,覆盖连接段,710.51,691.05,711.69,697.02,6.09,3.0,0.008278,29.9063,29.9401,17.4765,17.4427,19.3606,19.3101
UAV-2-L161,UAV-2,D05,覆盖喷洒段,711.69,697.02,723.37,702.47,12.89,3.0,0.008278,29.9401,30.0117,17.4427,17.3711,19.3101,19.2035
UAV-2-L162,UAV-2,D05,覆盖连接段,723.37,702.47,792.22,734.58,75.97,3.0,0.008278,30.0117,30.4338,17.3711,16.949,19.2035,18.5746
UAV-2-L163,UAV-2,D05,覆盖喷洒段,792.22,734.58,788.83,733.0,3.74,3.0,0.008278,30.4338,30.4545,16.949,16.9283,18.5746,18.5437
UAV-2-L164,UAV-2,D05,覆盖连接段,788.83,733.0,713.69,703.38,80.77,3.0,0.008278,30.4545,30.9032,16.9283,16.4795,18.5437,17.8751
UAV-2-L165,UAV-2,D05,覆盖喷洒段,713.69,703.38,715.77,704.35,2.29,3.0,0.008278,30.9032,30.916,16.4795,16.4668,17.8751,17.8561
UAV-2-L166,UAV-2,D05,覆盖连接段,715.77,704.35,786.06,737.13,77.55,3.0,0.008278,30.916,31.3468,16.4668,16.0359,17.8561,17.2142
UAV-2-L167,UAV-2,D05,覆盖喷洒段,786.06,737.13,781.23,734.88,5.32,3.0,0.008278,31.3468,31.3764,16.0359,16.0064,17.2142,17.1701
UAV-2-L168,UAV-2,D05,覆盖连接段,781.23,734.88,773.63,736.77,7.83,3.0,0.008278,31.3764,31.4199,16.0064,15.9629,17.1701,17.1053
UAV-2-L169,UAV-2,D05,覆盖喷洒段,773.63,736.77,778.73,739.14,5.62,3.0,0.008278,31.4199,31.4511,15.9629,15.9316,17.1053,17.0587
UAV-2-L170,UAV-2,D05,覆盖连接段,778.73,739.14,769.49,740.26,9.31,3.0,0.008278,31.4511,31.5029,15.9316,15.8799,17.0587,16.9817
UAV-2-L171,UAV-2,D05,覆盖喷洒段,769.49,740.26,766.04,738.65,3.81,3.0,0.008278,31.5029,31.524,15.8799,15.8587,16.9817,16.9501
UAV-2-L172,UAV-2,D23,飞行-区域间,766.04,738.65,670.91,556.74,205.28,6.0,0.0,31.524,32.0943,15.8587,15.2885,16.9501,16.9501
UAV-2-L173,UAV-2,D23,覆盖喷洒段,670.91,556.74,702.12,571.3,34.44,3.0,0.00784,32.0943,32.2856,15.2885,15.0972,16.9501,16.6801
UAV-2-L174,UAV-2,D23,覆盖连接段,702.12,571.3,705.59,578.34,7.85,3.0,0.00784,32.2856,32.3292,15.0972,15.0535,16.6801,16.6186
UAV-2-L175,UAV-2,D23,覆盖喷洒段,705.59,578.34,663.28,558.61,46.68,3.0,0.00784,32.3292,32.5886,15.0535,14.7942,16.6186,16.2526
UAV-2-L176,UAV-2,D23,覆盖连接段,663.28,558.61,657.62,561.4,6.31,3.0,0.00784,32.5886,32.6236,14.7942,14.7591,16.2526,16.2031
UAV-2-L177,UAV-2,D23,覆盖喷洒段,657.62,561.4,707.08,584.47,54.58,3.0,0.00784,32.6236,32.9268,14.7591,14.4559,16.2031,15.7752
UAV-2-L178,UAV-2,D23,覆盖连接段,707.08,584.47,707.4,590.05,5.59,3.0,0.00784,32.9268,32.9579,14.4559,14.4249,15.7752,15.7314
UAV-2-L179,UAV-2,D23,覆盖喷洒段,707.4,590.05,653.15,564.74,59.87,3.0,0.00784,32.9579,33.2905,14.4249,14.0923,15.7314,15.2621
UAV-2-L180,UAV-2,D23,覆盖连接段,653.15,564.74,649.55,568.5,5.2,3.0,0.00784,33.2905,33.3193,14.0923,14.0634,15.2621,15.2213
UAV-2-L181,UAV-2,D23,覆盖喷洒段,649.55,568.5,706.84,595.21,63.21,3.0,0.00784,33.3193,33.6705,14.0634,13.7122,15.2213,14.7257
UAV-2-L182,UAV-2,D23,覆盖连接段,706.84,595.21,705.53,600.03,4.99,3.0,0.00784,33.6705,33.6983,13.7122,13.6845,14.7257,14.6866
UAV-2-L183,UAV-2,D23,覆盖喷洒段,705.53,600.03,646.7,572.6,64.92,3.0,0.00784,33.6983,34.0589,13.6845,13.3239,14.6866,14.1776
UAV-2-L184,UAV-2,D23,覆盖连接段,646.7,572.6,644.53,577.02,4.92,3.0,0.00784,34.0589,34.0863,13.3239,13.2965,14.1776,14.139
UAV-2-L185,UAV-2,D23,覆盖喷洒段,644.53,577.02,703.54,604.53,65.11,3.0,0.00784,34.0863,34.448,13.2965,12.9348,14.139,13.6286
